QuestionID	QuestionNumber	QuestionText	Answer	Topic	Source	Author Full Name	TourName	TourLink
126	2	"ОНА жила в замке ""Каштаны""."	Сава	КАШТАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
127	3	ОН, по словам Венедикта Ерофеева, сидит на Эйфелевой башне, смотрит в бинокль и ест каштаны.	Шарль де Голль	КАШТАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
128	4	"Фамилия ЭТОГО доктора антропологии Калифорнийского университета означает ""каштановая роща""."	Кастанеда	КАШТАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
129	5	ОНА жила вместе с Иваном Ивановичем и Федором Тимофеевичем.	Каштанка (это гусь и кот)	КАШТАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
130	1	До 1924 года ОН назывался пиком Кауфмана.	Пик Ленина	ГОРЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
131	2	Высочайшей точкой ЭТОГО острова является гора Бен-Невис в Грампианских горах.	Британия	ГОРЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
132	3	ОНА дала название крылу гуситов.	Гора Табор	ГОРЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
133	4	Асбест известен нам еще и под ЭТИМ названием.	Горный лен	ГОРЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
134	5	Один из братьев первым покорил пик Ленина (бывший пик Кауфмана), а второй — пик Коммунизма.	Абалаковы (Виталий и Евгений)	ГОРЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
135	1	Истмийские, Немейские, Панафинейские...	Олимпийские (игры в Др. Греции)	САМЫЕ ИЗВЕСТНЫЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
136	2	Тайницкая, Арсенальная, Петровская, Набатная...	Спасская (башни Кремля)	САМЫЕ ИЗВЕСТНЫЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
137	3	"""Отелло"", ""Танкред"", ""Сорока-воровка"", ""Вильгельм Телль""..."	"""Севильский цирюльник"" (оперы Россини)"	САМЫЕ ИЗВЕСТНЫЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
138	4	Адар, Тевет, Сиван, Шват...	Нисан (Авив) (еврейские месяцы)	САМЫЕ ИЗВЕСТНЫЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
139	5	Метакса, Солнцев, Джапаридзе, Осепян...	С. Шаумян (бакинские комиссары)	САМЫЕ ИЗВЕСТНЫЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
140	1	ЭТОЙ рыбой угощали Хлестакова в богоугодном заведении.	Лабардан (треска)	...БАРД..	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
141	2	Сами ОНИ называют себя адыге.	Кабардинцы (не только они)	...БАРД..	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
142	3	Почему-то одной из первых мыслей Марцелла, при виде тени отца Гамлета, была мысль ударить его ЭТИМ предметом.	Алебарда	...БАРД..	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
143	4	Впервые учрежденные во Франции, своим названием ОНИ напоминали, да и до сих пор напоминают, о родине ИХ основателей.	Ломбарды	...БАРД..	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
144	5	"ОН не явился на вручение ""Золотого орла"", зато ""Золотую туфельку"" — с формулировкой ""За любовь и фантазию"" — принял."	Гарри Бардин	...БАРД..	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
145	1	Княжество Монако состоит из трех городов: Ла-Кондамин, Монте-Карло и ЭТОГО города.	Монако	ГОРОДА И СТРАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
146	2	"Название ЭТОЙ страны в переводе означает ""город льва""."	Сингапур	ГОРОДА И СТРАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
147	3	ТАК в народе называют район Санкт-Петербурга, в котором расположены улицы Ударников, Наставников, Передовиков и т.д.	Страна дураков	ГОРОДА И СТРАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
148	4	Название столицы Южной Каролины совпадает с названием страны, столицей которой является ЭТОТ город.	Богота	ГОРОДА И СТРАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
149	5	В ЭТОМ американском городе находится страна Диснейленд.	Анахайм	ГОРОДА И СТРАНЫ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
150	1	Судя по названию, с помощью ЭТОГО прибора древние греки хватали с неба звезды.	Астролябия	В ПЕРЕВОДЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
151	2	Переведите число 100 000 из двоичной системы в шестнадцатеричную.	20	В ПЕРЕВОДЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
152	3	Есть что-то странное в ЭТОМ архитектурном стиле.	Барокко	В ПЕРЕВОДЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
153	4	"Название ЭТОЙ металл-группы означает ""могила"", в переводе с португальского."	Сепультура	В ПЕРЕВОДЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
154	5	"По-латыни ""старик"" — ""senex"", а по-арабски..."	Шейх	В ПЕРЕВОДЕ	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
155	1	Сложно сказать, почему ЭТА марка автобусов получила имя воздухоплавателя-неудачника.	"""Икарус"""	МНЕ БЫ В НЕБО	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
156	2	Улетая, ОН объявил по городу, что отправляется навестить старого друга — великого волшебника Солнце.	Гудвин	МНЕ БЫ В НЕБО	None	Юрий Гришов	"""Своя игра"". Юрий Гришов, 1999-2003"	https://db.chgk.info/tour/grishov
